ticker,slot,entry_date,exit_date,entry_price,exit_price,shares,pnl_€,ret_%,hold_d,earned_mode,earned_date,pyramid_count,max_unreal_%,exit_reason,is_rotation,exhausted,exhaust_date,exhaust_stop_days,setup
TMUS,2,2022-07-28,2022-09-08,136.01,140.19,36,110.57,2.25,29,False,,0,3.97,Rotation,True,False,,0,B
GIS,1,2022-06-30,2022-09-14,63.38,63.92,78,2.0,0.04,52,True,2022-08-09,0,6.77,ATR,False,False,,0,B
ENPH,2,2022-09-08,2022-09-23,315.0,279.03,15,-579.55,-12.21,11,False,,0,1.78,ATR,False,False,,0,B
GIS,1,2022-09-22,2022-10-03,69.17,66.47,72,-234.39,-4.69,7,False,,0,0.74,ATR,False,False,,0,B
VRTX,1,2022-10-25,2022-10-28,312.0,302.0,14,-180.0,-4.1,3,False,,0,0.0,ATR,False,False,,0,B
TMUS,1,2022-10-31,2022-12-01,144.22,146.4,31,27.36,0.61,22,False,,0,1.52,Rotation,True,False,,0,B
GIS,1,2022-12-01,2023-01-09,74.04,74.51,61,-11.45,-0.25,25,False,,0,2.71,Rotation,True,False,,0,B
LLY,2,2022-09-29,2023-01-10,324.68,340.24,13,162.26,3.83,70,True,2022-10-26,0,12.53,ATR,False,False,,0,B
SYK,2,2023-01-10,2023-01-31,252.84,241.3,18,-247.68,-5.42,14,False,,0,1.08,ATR,False,False,,0,B
SBUX,1,2023-01-09,2023-02-06,98.41,96.09,46,-147.1,-3.24,19,True,2023-02-01,0,3.26,ATR,False,False,,0,B
FTV,1,2023-02-06,2023-02-07,50.94,51.04,87,-30.95,-0.7,1,False,,0,0.58,Rotation,True,False,,0,B
AME,1,2023-02-07,2023-02-08,142.73,143.47,30,-17.97,-0.42,1,False,,0,0.64,Rotation,True,False,,0,B
ITW,2,2023-02-01,2023-02-22,218.72,217.08,20,-72.81,-1.66,14,True,2023-02-02,0,6.16,ATR,False,False,,0,B
DD,1,2023-02-08,2023-02-22,30.28,28.66,145,-276.03,-6.26,9,False,,0,0.0,ATR,False,False,,0,B
CRM,2,2023-03-03,2023-03-09,185.35,180.45,22,-147.76,-3.61,4,False,,0,0.0,Rotation,True,False,,0,B
LIN,1,2023-02-27,2023-03-10,331.81,331.76,12,-40.69,-1.02,9,False,,0,4.66,Rotation,True,False,,0,B
ANET,2,2023-03-09,2023-03-29,37.2,41.21,111,405.67,9.78,14,True,2023-03-16,0,13.85,SmartExh,False,True,2023-03-22,5,B
CAG,2,2023-04-06,2023-04-17,32.72,31.47,132,-204.48,-4.71,6,False,,0,0.0,ATR,False,False,,0,B
LMT,2,2023-04-19,2023-04-20,463.11,457.42,9,-91.23,-2.18,1,False,,0,0.0,Rotation,True,False,,0,B
GE,1,2023-03-10,2023-04-27,72.19,76.22,57,189.26,4.58,33,True,2023-04-03,0,8.98,ATR,False,False,,0,B
MSFT,1,2023-04-27,2023-04-28,289.12,296.98,14,69.96,1.72,1,False,,0,2.99,Rotation,True,False,,0,B
SYK,2,2023-04-20,2023-05-04,290.09,276.38,14,-231.88,-5.68,10,False,,0,1.64,ATR,False,False,,0,B
GLD,2,2023-05-05,2023-05-10,186.56,188.98,22,13.24,0.32,3,False,,0,1.32,Rotation,True,False,,0,B
CRM,2,2023-05-10,2023-06-08,201.97,202.41,20,-31.33,-0.77,20,True,2023-05-18,0,9.0,ATR,False,False,,0,B
BA,2,2023-06-13,2023-06-15,222.35,217.17,18,-133.24,-3.31,2,False,,0,0.0,Rotation,True,False,,0,B
META,1,2023-04-28,2023-07-21,237.15,302.2,18,1130.89,26.37,57,True,2023-05-22,0,32.22,SmartExh,False,True,2023-06-05,32,B
ISRG,2,2023-06-15,2023-07-24,322.24,336.76,12,134.24,3.45,25,True,2023-06-29,0,10.14,SmartExh,False,True,2023-07-17,5,B
TMO,2,2023-07-24,2023-07-25,555.21,550.73,8,-75.85,-1.7,1,False,,0,2.06,Rotation,True,False,,0,B
ABT,1,2023-07-21,2023-07-26,106.77,106.44,43,-54.24,-1.18,3,False,,0,1.57,Rotation,True,False,,0,B
BDX,2,2023-07-25,2023-07-27,207.02,211.89,22,67.21,1.47,2,False,,0,2.13,Rotation,True,False,,0,B
GOOGL,2,2023-07-27,2023-07-28,130.59,129.71,36,-71.78,-1.52,1,False,,0,0.0,Rotation,True,False,,0,B
GE,1,2023-07-26,2023-08-03,92.09,87.92,51,-252.9,-5.36,6,False,,0,0.0,ATR,False,False,,0,B
AFL,1,2023-08-03,2023-08-07,72.17,72.68,62,-8.44,-0.19,2,False,,0,0.63,Rotation,True,False,,0,B
ANSS,2,2023-07-28,2023-08-14,69.19,63.42,67,-426.98,-9.17,11,False,,0,1.54,ATR,False,False,,0,B
OXY,2,2023-08-14,2023-08-17,62.44,60.34,69,-184.61,-4.27,3,False,,0,0.0,Rotation,True,False,,0,B
AMZN,1,2023-08-07,2023-08-25,140.99,132.47,31,-304.12,-6.93,14,False,,0,0.87,ATR,False,False,,0,B
TJX,2,2023-08-17,2023-08-30,86.21,88.28,48,59.43,1.43,9,False,,0,2.14,Rotation,True,False,,0,B
GOOGL,2,2023-08-30,2023-09-01,133.68,136.33,30,39.74,0.99,2,False,,0,1.03,Rotation,True,False,,0,B
ADBE,2,2023-09-01,2023-09-18,564.8,524.23,7,-323.99,-8.15,10,False,,0,0.01,ATR,False,False,,0,B
GOOG,1,2023-08-30,2023-09-27,134.47,128.39,30,-222.4,-5.49,19,False,,0,2.52,ATR,False,False,,0,B
AMGN,2,2023-09-21,2023-10-04,252.02,242.79,15,-178.53,-4.7,9,False,,0,0.0,ATR,False,False,,0,B
XOM,1,2023-09-28,2023-10-05,110.17,100.82,35,-367.16,-9.47,5,False,,0,0.0,ATR,False,False,,0,B
GD,2,2023-10-10,2023-10-11,228.51,225.0,15,-92.7,-2.69,1,False,,0,0.0,Rotation,True,False,,0,B
CRWD,1,2023-10-09,2023-10-23,176.5,176.0,20,-50.0,-1.41,10,True,2023-10-11,0,6.64,SmartExh,False,True,2023-10-12,7,B
CDNS,2,2023-10-11,2023-10-25,250.32,237.04,14,-225.92,-6.41,10,False,,0,1.06,ATR,False,False,,0,B
QCOM,2,2023-11-03,2023-11-07,111.7,113.5,30,13.98,0.41,2,False,,0,1.68,Rotation,True,False,,0,B
VRTX,2,2023-11-07,2023-11-16,377.38,350.72,9,-279.94,-8.19,7,False,,0,0.41,ATR,False,False,,0,B
WMT,2,2023-11-16,2023-11-24,51.5,50.33,62,-112.4,-3.5,5,False,,0,0.0,ATR,False,False,,0,B
SCHW,2,2023-11-30,2023-12-01,57.88,59.06,53,22.22,0.72,1,False,,0,2.78,Rotation,True,False,,0,B
AIG,1,2023-11-03,2023-12-08,60.66,62.16,56,43.86,1.28,24,False,,0,3.12,Rotation,True,False,,0,B
AMD,1,2023-12-08,2023-12-21,129.54,138.14,25,175.0,5.37,9,True,2023-12-12,0,8.19,SmartExh,False,True,2023-12-14,5,B
PSX,2,2023-12-01,2023-12-29,118.95,123.43,26,76.48,2.46,19,True,2023-12-20,0,5.62,SmartExh,False,True,2023-12-22,4,B
XLV,2,2024-01-03,2024-01-09,134.14,135.07,25,-16.88,-0.5,4,False,,0,0.8,Rotation,True,False,,0,B
NVDA,2,2024-01-09,2024-01-10,52.37,53.58,64,37.71,1.12,1,False,,0,1.41,Rotation,True,False,,0,B
BSX,1,2024-01-02,2024-01-25,57.46,60.27,59,125.79,3.69,16,True,2024-01-09,0,6.25,SmartExh,False,True,2024-01-19,4,B
CRWD,2,2024-01-10,2024-02-22,274.87,304.93,12,320.72,9.66,29,True,2024-01-12,0,21.71,SmartExh,False,True,2024-01-12,27,B
CTRA,2,2024-02-22,2024-02-23,23.96,24.43,151,30.1,0.83,1,False,,0,2.01,Rotation,True,False,,0,B
AVGO,2,2024-02-23,2024-03-12,127.67,127.54,28,-43.74,-1.22,12,True,2024-03-01,0,7.54,ATR,False,False,,0,B
XLB,2,2024-03-12,2024-03-15,43.31,43.22,83,-47.16,-1.3,3,False,,0,0.99,Rotation,True,False,,0,B
MSFT,2,2024-03-15,2024-03-18,412.95,407.99,8,-79.71,-2.4,1,False,,0,0.0,Rotation,True,False,,0,B
PSX,2,2024-03-18,2024-04-15,148.62,152.72,23,54.14,1.57,19,True,2024-04-02,0,8.34,SmartExh,False,True,2024-04-04,7,B
NFLX,1,2024-01-25,2024-04-22,55.19,55.07,62,-48.0,-1.39,60,True,2024-02-15,0,15.26,ATR,False,False,,0,B
ELV,2,2024-04-19,2024-04-25,514.15,516.34,6,-26.85,-0.86,4,False,,0,0.2,Rotation,True,False,,0,B
AXP,1,2024-04-22,2024-06-10,227.06,226.98,15,-41.17,-1.2,34,True,2024-05-10,0,4.76,ATR,False,False,,0,B
AAPL,1,2024-06-12,2024-06-24,205.78,206.13,17,-34.1,-0.97,7,True,2024-06-12,0,4.48,SmartExh,False,True,2024-06-14,5,B
AVB,1,2024-06-24,2024-06-27,190.82,190.79,18,-40.5,-1.17,3,False,,0,0.85,Rotation,True,False,,0,B
AMZN,1,2024-06-27,2024-07-16,195.01,195.59,17,-30.14,-0.9,12,False,,0,2.56,Rotation,True,False,,0,B
BSX,2,2024-04-25,2024-07-19,73.13,76.9,48,140.96,3.99,58,True,2024-05-20,0,6.85,ATR,False,False,,0,B
ALL,2,2024-07-19,2024-07-22,171.64,169.67,20,-79.44,-2.3,1,False,,0,0.0,Rotation,True,False,,0,B
ISRG,2,2024-07-22,2024-07-26,462.33,438.6,7,-206.11,-6.33,4,False,,0,0.0,ATR,False,False,,0,B
GS,1,2024-07-16,2024-08-05,476.39,431.64,7,-353.29,-10.53,14,True,2024-07-31,0,3.04,ATR,False,False,,0,B
CPB,1,2024-08-05,2024-08-07,45.61,44.85,69,-92.65,-2.92,2,False,,0,0.0,Rotation,True,False,,0,B
RTX,2,2024-07-26,2024-09-06,110.32,116.45,30,143.85,4.32,29,True,2024-08-15,0,8.81,SmartExh,False,True,2024-08-20,12,B
VTR,1,2024-08-07,2024-09-20,54.5,59.36,56,231.97,7.55,31,True,2024-08-09,0,14.15,SmartExh,False,True,2024-08-12,28,B
CAT,1,2024-09-20,2024-09-23,362.05,360.67,9,-52.4,-1.6,1,False,,0,0.0,Rotation,True,False,,0,B
T,2,2024-09-09,2024-10-11,19.37,19.94,167,54.7,1.68,24,True,2024-09-09,0,6.25,SmartExh,False,True,2024-09-11,22,B
FAST,2,2024-10-14,2024-10-18,37.27,37.72,90,0.54,0.02,4,False,,0,1.08,Rotation,True,False,,0,B
TRV,2,2024-10-18,2024-10-23,262.77,252.71,12,-160.67,-5.06,3,False,,0,0.0,Rotation,True,False,,0,B
PEG,1,2024-09-23,2024-11-05,83.19,78.45,40,-229.75,-6.86,31,True,2024-10-01,0,5.59,ATR,False,False,,0,B
HOLX,1,2024-11-05,2024-11-06,79.98,81.13,39,4.85,0.15,1,False,,0,0.0,Rotation,True,False,,0,B
PM,2,2024-10-23,2024-11-07,123.07,119.8,26,-124.93,-3.88,11,False,,0,2.17,ATR,False,False,,0,B
EMR,1,2024-11-06,2024-11-07,123.37,123.11,25,-46.58,-1.5,1,False,,0,0.31,Rotation,True,False,,0,B
ORCL,2,2024-11-07,2024-11-18,178.2,181.37,17,13.87,0.45,7,True,2024-11-08,0,4.72,SmartExh,False,True,2024-11-11,5,B
GS,1,2024-11-07,2024-12-19,572.34,547.33,5,-165.03,-5.73,29,False,,0,3.15,ATR,False,False,,0,B
WMT,2,2024-11-20,2024-12-23,85.41,90.45,36,141.18,4.56,22,True,2024-11-22,0,10.51,SmartExh,False,True,2024-11-25,19,B
EBAY,2,2025-01-10,2025-01-15,67.45,63.64,45,-211.4,-6.92,3,False,,0,0.0,ATR,False,False,,0,B
ISRG,2,2025-01-16,2025-01-30,582.6,581.24,5,-46.8,-1.6,9,True,2025-01-22,0,4.78,SmartExh,False,True,2025-01-23,5,B
RL,1,2025-01-07,2025-02-25,240.06,270.83,12,329.31,11.35,32,True,2025-01-23,0,17.63,SmartExh,False,True,2025-01-24,21,B
BRK-B,1,2025-02-25,2025-03-03,503.15,516.22,6,38.42,1.26,4,False,,0,2.12,Rotation,True,False,,0,B
V,1,2025-03-03,2025-03-07,360.3,338.34,8,-215.72,-7.43,4,False,,0,0.0,ATR,False,False,,0,B
MA,2,2025-01-31,2025-03-11,559.62,533.2,5,-172.11,-6.11,26,False,,0,2.22,ATR,False,False,,0,B
FAST,1,2025-03-07,2025-03-14,37.93,36.43,80,-159.49,-5.22,5,True,2025-03-10,0,3.27,ATR,False,False,,0,B
CME,2,2025-03-11,2025-04-07,252.93,244.96,11,-127.62,-4.55,19,True,2025-04-04,0,2.19,ATR,False,False,,0,B
GLD,1,2025-03-14,2025-04-07,276.27,278.86,10,-14.1,-0.51,16,True,2025-03-28,0,4.3,ATR,False,False,,0,B
TLT,1,2025-04-07,2025-04-09,87.89,83.48,31,-176.71,-6.44,2,False,,0,0.0,ATR,False,False,,0,B
GLD,1,2025-04-11,2025-05-02,297.96,300.17,9,-20.11,-0.74,14,True,2025-04-16,0,5.92,SmartExh,False,True,2025-04-17,10,B
HYG,1,2025-05-13,2025-05-21,75.28,74.99,36,-50.24,-1.84,6,False,,0,0.11,Rotation,True,False,,0,B
D,1,2025-05-21,2025-06-02,55.12,54.52,48,-68.81,-2.58,7,False,,0,0.0,Rotation,True,False,,0,B
CME,1,2025-06-02,2025-06-05,277.48,267.64,9,-128.59,-5.11,3,False,,0,0.91,ATR,False,False,,0,B
EWY,1,2025-06-05,2025-07-08,63.89,70.42,39,214.42,8.54,21,True,2025-06-12,0,11.28,SmartExh,False,True,2025-06-25,8,B
MNST,2,2025-05-19,2025-07-10,62.85,59.57,42,-177.76,-6.68,35,False,,0,2.21,ATR,False,False,,0,B
TSCO,1,2025-07-08,2025-07-15,55.85,57.31,48,29.68,1.1,5,False,,0,2.62,Rotation,True,False,,0,B
SLV,2,2025-07-14,2025-07-28,35.22,34.65,71,-80.47,-3.19,10,False,,0,1.42,Rotation,True,False,,0,B
FAST,1,2025-07-15,2025-08-01,44.47,45.36,58,11.78,0.45,13,True,2025-07-22,0,6.13,SmartExh,False,True,2025-07-25,5,B
XYL,1,2025-08-01,2025-08-25,142.41,142.39,18,-40.36,-1.56,16,False,,0,0.19,Rotation,True,False,,0,B
CCL,1,2025-08-25,2025-09-08,30.97,31.55,82,8.16,0.32,9,False,,0,4.44,Rotation,True,False,,0,B
AVGO,1,2025-09-08,2025-09-30,340.8,328.8,7,-123.97,-5.15,16,True,2025-09-10,0,7.82,ATR,False,False,,0,B
NEM,2,2025-07-28,2025-10-22,64.29,82.68,69,643.04,12.75,61,True,2025-08-07,1,34.89,SmartExh,False,True,2025-08-27,39,B
KO,2,2025-10-22,2025-10-27,70.38,68.82,40,-102.33,-3.61,3,False,,0,0.0,Rotation,True,False,,0,B
K,1,2025-10-22,2025-10-28,70.38,69.09,40,-91.68,-3.23,4,False,,0,0.0,Rotation,True,False,,0,B
QCOM,1,2025-10-28,2025-10-29,181.83,179.92,14,-66.71,-2.6,1,False,,0,0.0,Rotation,True,False,,0,B
GD,2,2025-10-27,2025-11-04,350.71,337.83,7,-130.14,-5.26,6,False,,0,0.0,Rotation,True,False,,0,B
CTRA,2,2025-11-05,2025-11-06,25.4,25.6,103,-18.71,-0.71,1,False,,0,0.0,Rotation,True,False,,0,B
NVDA,1,2025-10-29,2025-11-07,207.96,184.88,12,-316.93,-12.6,7,False,,0,0.0,ATR,False,False,,0,B
MAR,1,2025-11-10,2025-11-18,290.87,282.01,8,-110.89,-4.73,6,False,,0,0.0,Rotation,True,False,,0,B
JNJ,1,2025-11-18,2025-12-05,196.71,201.91,11,17.18,0.79,12,True,2025-11-21,0,4.96,SmartExh,False,True,2025-11-28,5,B
AMGN,2,2025-11-06,2025-12-08,314.66,326.83,8,57.32,2.26,21,True,2025-11-11,0,9.03,SmartExh,False,True,2025-11-12,17,B
COP,2,2025-12-11,2025-12-16,95.42,92.61,25,-110.2,-4.58,3,False,,0,0.57,Rotation,True,False,,0,B
HOLX,2,2025-12-16,2025-12-19,75.06,75.0,31,-41.86,-1.78,3,False,,0,0.0,Rotation,True,False,,0,B
FDX,2,2025-12-19,2026-01-21,270.96,300.63,8,197.36,9.02,20,True,2025-12-19,0,15.25,SmartExh,False,True,2026-01-07,9,B
GLD,2,2026-01-21,2026-02-02,446.87,434.01,5,-104.3,-4.63,8,True,2026-01-26,0,10.97,ATR,False,False,,0,B
EWL,1,2025-12-11,2026-03-03,58.47,61.41,41,80.54,3.33,54,True,2025-12-18,0,11.3,ATR,False,False,,0,B
VZ,2,2026-02-02,2026-03-19,43.92,48.86,54,226.53,9.47,32,True,2026-02-03,0,15.25,SmartExh,False,True,2026-02-06,28,B
RTX,1,2026-03-03,2026-03-20,213.01,201.26,11,-169.25,-7.16,13,False,,0,0.0,ATR,False,False,,0,B
NEE,2,2026-04-24,2026-04-27,97.24,94.83,25,-100.25,-4.09,1,False,,0,0.0,End,False,False,,0,B
